loc_rowid,pl_hostname,pl_letter,pl_name,gaia_dist,st_teff,st_mass,st_rad,rowupdate,pl_disc,pl_facility,pl_status
246,HAT-P-15,b,HAT-P-15 b,193.56,5568.00,1.00,1.07,2018-04-26,2010,HATNet,3
247,HAT-P-16,b,HAT-P-16 b,228.00,6158.00,1.22,1.24,2014-05-14,2010,HATNet,3
248,HAT-P-17,b,HAT-P-17 b,92.63,5246.00,0.99,0.87,2018-04-26,2010,HATNet,3
249,HAT-P-17,c,HAT-P-17 c,92.63,5246.00,0.99,0.87,2014-05-14,2010,W. M. Keck Observatory,3
250,HAT-P-18,b,HAT-P-18 b,162.16,4803.00,0.77,0.75,2014-05-14,2010,HATNet,3
251,HAT-P-19,b,HAT-P-19 b,203.25,4990.00,0.84,0.82,2014-05-14,2010,HATNet,3
252,HAT-P-2,b,HAT-P-2 b,128.25,6380.00,1.33,1.39,2018-09-27,2007,HATNet,3
253,HAT-P-20,b,HAT-P-20 b,71.18,4595.00,0.76,0.69,2014-05-14,2010,HATNet,3
254,HAT-P-21,b,HAT-P-21 b,279.48,5588.00,1.24,1.21,2018-04-26,2010,HATNet,3
255,HAT-P-22,b,HAT-P-22 b,81.96,5302.00,1.13,1.11,2018-04-26,2010,HATNet,3
256,HAT-P-23,b,HAT-P-23 b,368.61,5905.00,0.58,0.96,2018-04-26,2010,HATNet,3
257,HAT-P-24,b,HAT-P-24 b,420.26,6373.00,1.37,1.38,2018-04-26,2010,HATNet,3
258,HAT-P-25,b,HAT-P-25 b,302.95,5519.00,1.01,0.92,2019-01-17,2010,HATNet,3
259,HAT-P-26,b,HAT-P-26 b,142.41,5079.00,1.12,0.87,2018-04-26,2010,HATNet,3
260,HAT-P-27,b,HAT-P-27 b,200.31,5300.00,0.94,0.90,2018-02-01,2011,HATNet,3
261,HAT-P-28,b,HAT-P-28 b,405.96,5680.00,1.02,1.10,2014-05-14,2011,HATNet,3
262,HAT-P-29,b,HAT-P-29 b,316.36,6087.00,1.45,1.30,2018-04-26,2011,HATNet,3
263,HAT-P-3,b,HAT-P-3 b,135.08,5185.00,1.06,0.87,2018-05-24,2007,HATNet,3
264,HAT-P-30,b,HAT-P-30 b,215.29,6304.00,1.55,1.31,2018-04-26,2011,HATNet,3
265,HAT-P-31,b,HAT-P-31 b,347.48,6065.00,1.31,1.39,2018-04-26,2011,HATNet,3
266,HAT-P-32,b,HAT-P-32 b,291.51,6001.00,1.13,1.37,2019-07-11,2011,HATNet,3
267,HAT-P-33,b,HAT-P-33 b,400.55,6446.00,1.82,1.79,2018-04-26,2011,HATNet,3
268,HAT-P-34,b,HAT-P-34 b,251.08,6442.00,1.39,1.53,2019-03-21,2011,HATNet,3
269,HAT-P-35,b,HAT-P-35 b,514.20,6096.00,1.24,1.44,2019-03-21,2011,HATNet,3
270,HAT-P-36,b,HAT-P-36 b,296.93,5620.00,1.03,1.04,2019-07-11,2011,HATNet,3
271,HAT-P-37,b,HAT-P-37 b,395.04,5500.00,0.93,0.88,2014-05-14,2011,HATNet,3
272,HAT-P-38,b,HAT-P-38 b,257.08,5330.00,0.89,0.92,2014-05-14,2012,HATNet,3
273,HAT-P-39,b,HAT-P-39 b,711.05,6430.00,1.40,1.62,2014-05-14,2012,HATNet,3
274,HAT-P-4,b,HAT-P-4 b,323.42,5860.00,,,2014-05-14,2007,HATNet,3
275,HAT-P-40,b,HAT-P-40 b,470.68,6080.00,1.03,1.94,2018-04-26,2012,HATNet,3
276,HAT-P-41,b,HAT-P-41 b,351.63,6390.00,2.56,2.05,2018-04-26,2012,HATNet,3
277,HAT-P-42,b,HAT-P-42 b,409.91,5743.00,1.18,1.53,2014-05-14,2012,HATNet,3
278,HAT-P-43,b,HAT-P-43 b,536.98,5645.00,1.05,1.10,2014-05-14,2012,HATNet,3
279,HAT-P-44,b,HAT-P-44 b,351.38,5295.00,0.94,0.95,2014-05-14,2014,HATNet,3
280,HAT-P-44,c,HAT-P-44 c,351.38,5295.00,0.94,0.95,2014-05-14,2014,W. M. Keck Observatory,3
281,HAT-P-45,b,HAT-P-45 b,301.04,6330.00,1.26,1.32,2014-05-14,2014,HATNet,3
282,HAT-P-46,b,HAT-P-46 b,293.05,6120.00,1.28,1.40,2014-05-14,2014,HATNet,3
283,HAT-P-49,b,HAT-P-49 b,353.89,6820.00,2.22,2.06,2018-04-26,2014,HATNet,3
284,HAT-P-5,b,HAT-P-5 b,306.01,5960.00,1.04,1.12,2018-05-24,2007,HATNet,3
285,HAT-P-50,b,HAT-P-50 b,522.76,6280.00,1.27,1.70,2015-11-19,2015,HATNet,3
286,HAT-P-51,b,HAT-P-51 b,445.63,5449.00,0.98,1.04,2015-11-19,2015,HATNet,3
287,HAT-P-52,b,HAT-P-52 b,364.92,5131.00,0.89,0.89,2015-11-19,2015,HATNet,3
288,HAT-P-53,b,HAT-P-53 b,679.74,5956.00,1.09,1.21,2015-11-19,2015,HATNet,3
289,HAT-P-54,b,HAT-P-54 b,144.25,4390.00,0.65,0.62,2015-04-24,2015,HATNet,3
290,HAT-P-55,b,HAT-P-55 b,519.05,5808.00,1.01,1.01,2015-06-17,2015,HATNet,3
291,HAT-P-56,b,HAT-P-56 b,323.50,6566.00,1.42,1.47,2018-04-26,2015,HATNet,3
292,HAT-P-57,b,HAT-P-57 b,282.08,6330.00,2.77,1.85,2018-04-26,2015,HATNet,3
293,HAT-P-6,b,HAT-P-6 b,277.50,6570.00,1.79,1.62,2018-04-26,2007,HATNet,3
294,HAT-P-65,b,HAT-P-65 b,754.10,5835.00,1.21,1.86,2016-09-15,2016,HATNet,3
295,HAT-P-66,b,HAT-P-66 b,961.93,6002.00,1.25,1.88,2016-09-15,2016,HATNet,3
296,HAT-P-67,b,HAT-P-67 b,375.69,6406.00,1.64,2.55,2017-04-13,2017,HATNet,3
297,HAT-P-69,b,HAT-P-69 b,344.58,7394.00,1.65,1.93,2019-08-15,2019,HATNet,3
298,HAT-P-7,b,HAT-P-7 b,344.46,6389.00,1.56,2.00,2018-04-26,2008,HATNet,3
299,HAT-P-70,b,HAT-P-70 b,333.76,8450.00,1.89,1.86,2019-08-15,2019,HATNet,3
300,HAT-P-8,b,HAT-P-8 b,212.84,6200.00,1.27,1.57,2018-04-26,2008,HATNet,3
301,HAT-P-9,b,HAT-P-9 b,461.11,6350.00,1.28,1.34,2019-07-11,2008,HATNet,3
302,HATS-1,b,HATS-1 b,286.26,5870.00,0.99,1.04,2014-05-14,2012,HATSouth,3
303,HATS-10,b,HATS-10 b,543.13,5880.00,1.10,1.10,2015-05-21,2015,HATSouth,3
304,HATS-11,b,HATS-11 b,969.60,6563.00,1.33,1.54,2018-10-26,2016,HATSouth,3
305,HATS-12,b,HATS-12 b,374.04,6357.00,1.16,1.17,2018-10-26,2016,HATSouth,3
306,HATS-13,b,HATS-13 b,426.82,5523.00,0.96,0.89,2015-08-13,2015,HATSouth,3
307,HATS-14,b,HATS-14 b,520.51,5346.00,0.97,0.93,2015-08-13,2015,HATSouth,3
308,HATS-15,b,HATS-15 b,1171.23,5311.00,0.87,0.92,2016-06-23,2016,HATSouth,3
309,HATS-16,b,HATS-16 b,773.93,5738.00,0.97,1.24,2016-06-23,2016,HATSouth,3
310,HATS-17,b,HATS-17 b,404.63,5846.00,1.13,1.09,2016-09-15,2016,HATSouth,3
311,HATS-18,b,HATS-18 b,635.49,5600.00,1.04,1.02,2019-07-11,2016,Multiple Observatories,3
312,HATS-2,b,HATS-2 b,345.30,5227.00,0.88,0.90,2014-05-14,2013,HATSouth,3
313,HATS-22,b,HATS-22 b,231.04,4803.00,0.76,0.69,2017-03-16,2017,HATSouth,3
314,HATS-23,b,HATS-23 b,650.83,5780.00,1.12,1.20,2017-03-16,2017,HATSouth,3
315,HATS-24,b,HATS-24 b,500.86,6125.00,1.07,1.12,2019-07-11,2017,HATSouth,3
316,HATS-25,b,HATS-25 b,477.44,5715.00,0.99,1.11,2016-06-09,2016,HATSouth,3
317,HATS-26,b,HATS-26 b,883.48,6071.00,1.30,2.04,2016-06-09,2016,HATSouth,3
318,HATS-27,b,HATS-27 b,834.58,6438.00,1.42,1.74,2016-06-09,2016,HATSouth,3
319,HATS-28,b,HATS-28 b,543.63,5498.00,0.93,0.92,2016-06-09,2016,HATSouth,3
320,HATS-29,b,HATS-29 b,357.44,5670.00,1.03,1.07,2016-06-09,2016,HATSouth,3
321,HATS-3,b,HATS-3 b,415.94,6351.00,1.21,1.40,2014-05-14,2013,HATSouth,3
322,HATS-30,b,HATS-30 b,345.53,5943.00,1.09,1.06,2016-06-09,2016,HATSouth,3
323,HATS-31,b,HATS-31 b,791.33,6050.00,1.27,1.87,2016-12-01,2016,HATSouth,3
324,HATS-32,b,HATS-32 b,761.34,5700.00,1.10,1.10,2016-12-01,2016,HATSouth,3
325,HATS-33,b,HATS-33 b,250.23,5659.00,1.06,1.02,2016-12-01,2016,HATSouth,3
326,HATS-34,b,HATS-34 b,516.43,5380.00,0.95,0.98,2016-12-01,2016,HATSouth,3
327,HATS-35,b,HATS-35 b,522.04,6300.00,1.32,1.43,2016-12-01,2016,HATSouth,3
328,HATS-36,b,HATS-36 b,877.40,5950.00,1.10,1.10,2018-10-26,2018,HATSouth,3
329,HATS-39,b,HATS-39 b,892.22,6572.00,1.38,1.62,2018-04-12,2018,HATSouth,3
330,HATS-4,b,HATS-4 b,421.53,5403.00,1.00,0.93,2014-07-02,2014,HATSouth,3
331,HATS-40,b,HATS-40 b,1396.42,6460.00,1.56,2.26,2018-04-12,2018,HATSouth,3
332,HATS-41,b,HATS-41 b,753.44,6424.00,1.50,1.71,2018-04-12,2018,HATSouth,3
333,HATS-42,b,HATS-42 b,819.20,6060.00,1.27,1.48,2018-04-12,2018,HATSouth,3
334,HATS-43,b,HATS-43 b,366.10,5099.00,0.84,0.81,2018-05-24,2018,HATSouth,3
335,HATS-44,b,HATS-44 b,451.85,5080.00,0.86,0.85,2018-05-24,2018,HATSouth,3
336,HATS-45,b,HATS-45 b,789.58,6450.00,1.27,1.31,2018-05-24,2018,HATSouth,3
337,HATS-46,b,HATS-46 b,459.82,5495.00,0.92,0.85,2018-05-24,2018,HATSouth,3
338,HATS-47,b,HATS-47 b,303.23,4512.00,0.67,0.66,2020-02-27,2020,HATSouth,3
339,HATS-48 A,b,HATS-48 A b,265.62,4546.00,0.73,0.72,2020-02-27,2020,HATSouth,3
340,HATS-49,b,HATS-49 b,327.47,4405.00,0.71,0.70,2020-02-27,2020,HATSouth,3
341,HATS-5,b,HATS-5 b,248.14,5304.00,0.94,0.87,2014-05-14,2014,HATSouth,3
342,HATS-50,b,HATS-50 b,773.16,5990.00,1.17,1.12,2018-01-05,2017,HATSouth,3
343,HATS-51,b,HATS-51 b,393.96,5758.00,1.19,1.44,2018-01-05,2017,HATSouth,3
344,HATS-52,b,HATS-52 b,564.14,6010.00,1.11,1.05,2018-01-05,2017,HATSouth,3
345,HATS-53,b,HATS-53 b,595.76,5644.00,0.96,1.10,2018-01-05,2017,HATSouth,3
346,HATS-54,b,HATS-54 b,764.35,5702.00,1.10,1.32,2019-08-15,2019,HATSouth,3
347,HATS-55,b,HATS-55 b,620.72,6214.00,1.20,1.13,2019-08-15,2019,HATSouth,3
348,HATS-56,b,HATS-56 b,573.49,6536.00,1.57,2.20,2019-08-15,2019,HATSouth,3
349,HATS-57,b,HATS-57 b,281.73,5587.00,1.03,0.96,2019-08-15,2019,HATSouth,3
350,HATS-58 A,b,HATS-58 A b,425.88,7175.00,1.46,1.43,2019-08-15,2019,HATSouth,3
351,HATS-59,b,HATS-59 b,654.88,5670.00,1.04,1.04,2018-12-06,2018,HATSouth,3
352,HATS-59,c,HATS-59 c,654.88,5670.00,1.04,1.04,2018-12-06,2018,HATSouth,3
353,HATS-6,b,HATS-6 b,170.14,3724.00,0.57,0.57,2015-05-14,2015,HATSouth,3
354,HATS-60,b,HATS-60 b,493.27,5688.00,1.10,1.46,2019-01-17,2018,HATSouth,3
355,HATS-61,b,HATS-61 b,693.41,5542.00,1.08,1.66,2019-01-17,2018,HATSouth,3
356,HATS-62,b,HATS-62 b,530.82,5416.00,0.90,0.93,2019-01-17,2018,HATSouth,3
357,HATS-63,b,HATS-63 b,634.68,5627.00,0.93,1.07,2019-01-17,2018,HATSouth,3
358,HATS-64,b,HATS-64 b,1114.58,6554.00,1.56,2.11,2019-01-17,2018,HATSouth,3
359,HATS-65,b,HATS-65 b,499.94,6277.00,1.26,1.31,2019-01-17,2018,HATSouth,3
360,HATS-66,b,HATS-66 b,1544.12,6626.00,1.41,1.84,2019-01-17,2018,HATSouth,3
361,HATS-67,b,HATS-67 b,987.07,6594.00,1.44,1.44,2019-01-17,2018,HATSouth,3
362,HATS-68,b,HATS-68 b,614.58,6147.00,1.35,1.75,2019-01-17,2018,HATSouth,3
363,HATS-69,b,HATS-69 b,419.53,5137.00,0.89,0.88,2019-01-17,2018,HATSouth,3
364,HATS-7,b,HATS-7 b,242.38,4985.00,0.85,0.81,2018-05-24,2015,HATSouth,3
365,HATS-70,b,HATS-70 b,1519.95,7930.00,1.78,1.88,2019-02-14,2019,HATSouth,3
366,HATS-72,b,HATS-72 b,128.06,4656.10,0.73,0.72,2020-02-27,2020,HATSouth,3
367,HATS-8,b,HATS-8 b,812.65,5679.00,1.06,1.09,2015-06-17,2015,HATSouth,3
368,HATS-9,b,HATS-9 b,650.35,5599.00,1.10,1.56,2018-10-26,2015,HATSouth,3
369,HD 100546,b,HD 100546 b,110.02,10500.00,2.40,,2015-05-14,2014,Paranal Observatory,3
370,HD 100655,b,HD 100655 b,137.72,4891.00,2.28,10.06,2018-09-06,2011,Bohyunsan Optical Astronomical Observatory,3
371,HD 100777,b,HD 100777 b,49.60,5533.00,0.83,1.04,2018-09-06,2007,La Silla Observatory,3
372,HD 10180,c,HD 10180 c,39.00,5911.00,1.06,1.11,2015-06-25,2010,La Silla Observatory,3
373,HD 10180,d,HD 10180 d,39.00,5911.00,1.06,1.11,2015-06-25,2010,La Silla Observatory,3
374,HD 10180,e,HD 10180 e,39.00,5911.00,1.06,1.11,2015-06-25,2010,La Silla Observatory,3
375,HD 10180,f,HD 10180 f,39.00,5911.00,1.06,1.11,2015-06-25,2010,La Silla Observatory,3
376,HD 10180,g,HD 10180 g,39.00,5911.00,1.06,1.11,2015-06-25,2010,La Silla Observatory,3
377,HD 10180,h,HD 10180 h,39.00,5911.00,1.06,1.11,2015-06-25,2010,La Silla Observatory,3
378,HD 101930,b,HD 101930 b,30.05,5108.00,0.57,0.86,2018-09-06,2005,La Silla Observatory,3
379,HD 102117,b,HD 102117 b,39.62,5655.00,1.06,1.23,2018-09-06,2005,La Silla Observatory,3
380,HD 102195,b,HD 102195 b,29.36,5301.00,0.76,0.82,2018-09-06,2006,Kitt Peak National Observatory,3
381,HD 102272,b,HD 102272 b,350.01,4790.00,1.45,10.30,2018-09-06,2008,McDonald Observatory,3
382,HD 102329,b,HD 102329 b,218.42,4745.00,3.21,9.82,2018-09-06,2011,W. M. Keck Observatory,3
383,HD 102329,c,HD 102329 c,218.42,4745.00,3.21,9.82,2018-11-29,2018,W. M. Keck Observatory,3
384,HD 102365,b,HD 102365 b,9.29,5630.00,0.85,,2014-05-14,2010,Anglo-Australian Telescope,3
385,HD 102843,b,HD 102843 b,62.87,5436.00,0.95,,2019-05-23,2019,Las Campanas Observatory,3
386,HD 102956,b,HD 102956 b,122.32,4985.00,1.66,4.55,2018-12-06,2010,W. M. Keck Observatory,3
387,HD 103197,b,HD 103197 b,57.24,5250.00,0.80,0.88,2018-09-06,2009,La Silla Observatory,3
388,HD 103720,b,HD 103720 b,45.60,5017.00,0.79,0.73,2015-01-08,2014,La Silla Observatory,3
389,HD 103774,b,HD 103774 b,56.50,6489.00,1.33,,2014-05-14,2013,La Silla Observatory,3
390,HD 103949,b,HD 103949 b,26.52,4792.00,0.77,,2019-05-23,2019,Las Campanas Observatory,3
391,HD 104067,b,HD 104067 b,20.38,4937.00,0.62,0.74,2018-09-06,2009,La Silla Observatory,3
392,HD 10442,b,HD 10442 b,135.89,4912.00,1.01,1.97,2018-12-06,2014,W. M. Keck Observatory,3
393,HD 104985,b,HD 104985 b,100.86,4877.00,2.30,11.00,2014-05-14,2003,Okayama Astrophysical Observatory,3
394,HD 106252,b,HD 106252 b,38.23,5874.00,1.01,1.10,2018-09-06,2002,Lick Observatory,3
395,HD 106270,b,HD 106270 b,94.06,5509.00,1.39,2.66,2018-12-06,2011,W. M. Keck Observatory,3
396,HD 106315,b,HD 106315 b,109.69,6327.00,1.09,1.30,2019-07-25,2017,K2,3
397,HD 106315,c,HD 106315 c,109.69,6327.00,1.09,1.30,2019-07-25,2017,K2,3
398,HD 10647,b,HD 10647 b,17.34,6218.00,1.11,1.10,2014-05-14,2006,W. M. Keck Observatory,3
399,HD 106515 A,b,HD 106515 A b,34.12,5362.00,0.97,1.62,2014-05-14,2012,La Silla Observatory,3
400,HD 106906,b,HD 106906 b,103.33,6516.00,1.50,,2014-05-14,2013,Las Campanas Observatory,3
401,HD 10697,b,HD 10697 b,33.15,5600.00,1.13,1.79,2018-12-06,1999,W. M. Keck Observatory,3
402,HD 107148,b,HD 107148 b,49.49,5797.00,1.12,,2014-05-14,2005,W. M. Keck Observatory,3
403,HD 108147,b,HD 108147 b,38.96,6265.00,1.27,,2014-05-14,2002,La Silla Observatory,3
404,HD 108341,b,HD 108341 b,48.98,5122.00,0.84,0.79,2015-01-08,2014,La Silla Observatory,3
405,HD 108863,b,HD 108863 b,165.52,4878.00,1.59,5.74,2018-12-06,2011,W. M. Keck Observatory,3
406,HD 108874,b,HD 108874 b,59.62,5600.00,1.10,1.05,2018-09-06,2002,W. M. Keck Observatory,3
407,HD 108874,c,HD 108874 c,59.62,5600.00,1.10,1.05,2014-05-14,2005,W. M. Keck Observatory,3
408,HD 109246,b,HD 109246 b,67.97,5844.00,1.20,1.07,2018-09-06,2010,Haute-Provence Observatory,3
409,HD 109271,b,HD 109271 b,55.96,5783.00,1.05,,2014-05-14,2013,La Silla Observatory,3
410,HD 109271,c,HD 109271 c,55.96,5783.00,1.05,,2014-05-14,2013,La Silla Observatory,3
411,HD 109749,b,HD 109749 b,63.20,5824.00,1.13,1.22,2018-09-27,2005,W. M. Keck Observatory,3
412,HD 110014,b,HD 110014 b,100.98,4445.00,2.17,20.90,2014-05-14,2009,La Silla Observatory,3
413,HD 111232,b,HD 111232 b,28.98,5512.00,0.84,0.90,2018-09-06,2003,La Silla Observatory,3
414,HD 111591,b,HD 111591 b,114.54,4884.00,1.94,8.03,2017-11-30,2017,Multiple Observatories,3
415,HD 111998,b,HD 111998 b,33.26,6557.00,1.18,1.45,2016-09-08,2016,La Silla Observatory,3
416,HD 113337,b,HD 113337 b,36.22,6576.60,1.40,1.50,2014-05-14,2013,Haute-Provence Observatory,3
417,HD 113538,b,HD 113538 b,16.29,4462.00,0.58,0.53,2015-01-08,2010,La Silla Observatory,3
418,HD 113538,c,HD 113538 c,16.29,4462.00,0.58,0.53,2015-01-08,2010,La Silla Observatory,3
419,HD 113996,b,HD 113996 b,116.34,4181.00,1.49,25.11,2017-11-30,2017,Bohyunsan Optical Astronomical Observatory,3
420,HD 114386,b,HD 114386 b,27.95,4836.00,0.60,0.76,2018-09-06,2003,La Silla Observatory,3
421,HD 114613,b,HD 114613 b,20.29,5641.00,1.27,2.14,2018-12-06,2014,Anglo-Australian Telescope,3
422,HD 114729,b,HD 114729 b,37.85,5844.00,0.94,1.47,2019-06-27,2002,W. M. Keck Observatory,3
423,HD 114762,b,HD 114762 b,40.23,5869.00,0.80,1.20,2018-09-06,1989,Oak Ridge Observatory,3
424,HD 114783,b,HD 114783 b,21.08,5135.00,0.85,,2014-05-14,2001,W. M. Keck Observatory,3
425,HD 114783,c,HD 114783 c,21.08,5135.00,0.85,,2018-11-29,2018,W. M. Keck Observatory,3
426,HD 11506,b,HD 11506 b,51.34,6030.00,1.24,1.34,2018-09-27,2007,W. M. Keck Observatory,3
427,HD 11506,c,HD 11506 c,51.34,6030.00,1.24,1.34,2018-09-27,2008,W. M. Keck Observatory,3
428,HD 116029,b,HD 116029 b,123.68,4819.00,0.83,4.89,2018-09-06,2011,W. M. Keck Observatory,3
429,HD 116029,c,HD 116029 c,123.68,4819.00,0.83,4.89,2018-11-29,2018,W. M. Keck Observatory,3
430,HD 117207,b,HD 117207 b,32.38,5732.00,1.05,1.07,2019-06-27,2004,W. M. Keck Observatory,3
431,HD 11755,b,HD 11755 b,236.64,4312.00,0.72,20.58,2018-09-06,2015,Bohyunsan Optical Astronomical Observatory,3
432,HD 117618,b,HD 117618 b,37.82,5990.00,1.08,,2019-03-14,2004,Anglo-Australian Telescope,3
433,HD 118203,b,HD 118203 b,92.51,5864.00,1.84,2.06,2018-09-06,2005,Haute-Provence Observatory,3
434,HD 11964,b,HD 11964 b,33.57,5349.00,1.12,,2019-01-31,2005,W. M. Keck Observatory,3
435,HD 11964,c,HD 11964 c,33.57,5349.00,1.12,,2019-01-31,2008,W. M. Keck Observatory,3
436,HD 11977,b,HD 11977 b,68.05,4970.00,1.91,10.09,2019-01-31,2005,La Silla Observatory,3
437,HD 120084,b,HD 120084 b,103.35,4892.00,2.39,9.12,2014-05-14,2013,Okayama Astrophysical Observatory,3
438,HD 121504,b,HD 121504 b,41.71,6027.00,1.62,1.07,2018-09-06,2003,La Silla Observatory,3
439,HD 12484,b,HD 12484 b,48.40,5920.00,1.01,,2016-02-25,2016,Haute-Provence Observatory,3
440,HD 125390,b,HD 125390 b,154.33,4850.00,1.36,6.47,2019-11-07,2019,W. M. Keck Observatory,3
441,HD 125595,b,HD 125595 b,28.22,4691.00,0.29,0.74,2018-09-06,2009,La Silla Observatory,3
442,HD 125612,b,HD 125612 b,57.72,5841.00,1.11,1.05,2018-09-27,2007,W. M. Keck Observatory,3
443,HD 125612,c,HD 125612 c,57.72,5841.00,1.11,1.05,2018-09-27,2009,La Silla Observatory,3
444,HD 125612,d,HD 125612 d,57.72,5841.00,1.11,1.05,2018-09-27,2009,La Silla Observatory,3
445,HD 12648,b,HD 12648 b,183.15,4835.00,0.67,11.02,2018-09-06,2015,Bohyunsan Optical Astronomical Observatory,3
446,HD 126525,b,HD 126525 b,37.69,5638.00,0.90,0.98,2019-06-27,2018,La Silla Observatory,3
447,HD 12661,b,HD 12661 b,37.89,5645.00,1.20,1.20,2018-09-06,2000,Multiple Observatories,3
448,HD 12661,c,HD 12661 c,37.89,5645.00,1.20,1.20,2014-11-19,2002,Multiple Observatories,3
449,HD 126614,b,HD 126614 b,73.25,5568.00,1.26,1.32,2018-09-06,2009,W. M. Keck Observatory,3
450,HD 128311,b,HD 128311 b,16.34,,0.83,0.76,2015-06-25,2002,W. M. Keck Observatory,3
451,HD 128311,c,HD 128311 c,16.34,,0.83,0.76,2015-06-25,2005,W. M. Keck Observatory,3
452,HD 128356,b,HD 128356 b,,4875.00,0.65,0.85,2016-11-10,2016,Multiple Observatories,3
453,HD 129445,b,HD 129445 b,67.57,,0.99,,2019-01-31,2009,Las Campanas Observatory,3
454,HD 130322,b,HD 130322 b,31.91,5387.00,0.92,0.85,2015-02-19,1999,La Silla Observatory,3
455,HD 131496,b,HD 131496 b,132.34,4846.00,1.34,4.44,2018-12-06,2011,W. M. Keck Observatory,3
456,HD 131664,b,HD 131664 b,52.89,5892.00,1.19,1.08,2018-09-06,2008,La Silla Observatory,3
457,HD 13167,b,HD 13167 b,149.57,5671.00,1.35,2.39,2018-12-06,2018,W. M. Keck Observatory,3
458,HD 13189,b,HD 13189 b,504.71,4175.00,2.24,38.41,2018-09-06,2005,Thueringer Landessternwarte Tautenburg,3
459,HD 132406,b,HD 132406 b,70.93,5783.00,1.03,1.34,2018-09-06,2007,Haute-Provence Observatory,3
460,HD 132563,b,HD 132563 b,105.47,6073.00,1.08,1.09,2019-01-31,2011,Roque de los Muchachos Observatory,3
461,HD 133131 A,b,HD 133131 A b,51.55,5799.00,0.95,,2016-09-08,2016,Las Campanas Observatory,3
462,HD 133131 A,c,HD 133131 A c,51.55,5799.00,0.95,,2016-09-08,2016,Las Campanas Observatory,3
463,HD 133131 B,b,HD 133131 B b,51.37,5805.00,0.93,,2016-09-08,2016,Las Campanas Observatory,3
464,HD 134060,b,HD 134060 b,24.03,5966.00,1.09,,2019-02-07,2019,La Silla Observatory,3
465,HD 134060,c,HD 134060 c,24.03,5966.00,1.09,,2019-02-07,2019,La Silla Observatory,3
466,HD 134987,b,HD 134987 b,26.20,5736.00,1.10,1.22,2018-09-06,1999,W. M. Keck Observatory,3
467,HD 134987,c,HD 134987 c,26.20,5736.00,1.10,1.22,2019-01-31,2009,Multiple Observatories,3
468,HD 136352,b,HD 136352 b,14.69,5664.00,0.81,,2019-02-07,2019,La Silla Observatory,3
469,HD 136352,c,HD 136352 c,14.69,5664.00,0.81,,2019-02-07,2019,La Silla Observatory,3
470,HD 136352,d,HD 136352 d,14.69,5664.00,0.81,,2019-02-07,2019,La Silla Observatory,3
471,HD 136418,b,HD 136418 b,105.49,4989.00,1.48,3.78,2018-09-06,2009,W. M. Keck Observatory,3
472,HD 13724,b,HD 13724 b,43.52,5868.00,1.14,1.07,2019-04-11,2019,La Silla Observatory,3
473,HD 137388,b,HD 137388 b,40.53,5181.00,0.68,0.88,2018-09-06,2011,La Silla Observatory,3
474,HD 13908,b,HD 13908 b,79.73,6255.00,1.29,1.67,2014-05-14,2013,Haute-Provence Observatory,3
475,HD 13908,c,HD 13908 c,79.73,6255.00,1.29,1.67,2014-05-14,2013,Haute-Provence Observatory,3
476,HD 13931,b,HD 13931 b,47.46,5867.00,1.30,1.25,2018-09-06,2009,W. M. Keck Observatory,3
477,HD 139357,b,HD 139357 b,112.45,4700.00,1.35,11.47,2019-01-31,2008,Thueringer Landessternwarte Tautenburg,3
478,HD 1397,b,HD 1397 b,79.75,5521.00,1.32,2.34,2019-07-25,2018,Transiting Exoplanet Survey Satellite (TESS),3
479,HD 14067,b,HD 14067 b,142.60,4815.00,2.40,12.40,2014-09-25,2014,Okayama Astrophysical Observatory,3
480,HD 141399,b,HD 141399 b,37.06,5600.00,1.07,,2016-02-25,2014,Multiple Observatories,3
481,HD 141399,c,HD 141399 c,37.06,5600.00,1.07,,2016-02-25,2014,Multiple Observatories,3
482,HD 141399,d,HD 141399 d,37.06,5600.00,1.07,,2016-02-25,2014,Multiple Observatories,3
483,HD 141399,e,HD 141399 e,37.06,5600.00,1.07,,2016-02-25,2014,Multiple Observatories,3
484,HD 141937,b,HD 141937 b,33.39,5870.00,1.09,1.03,2018-09-06,2002,La Silla Observatory,3
485,HD 142,b,HD 142 b,26.21,6245.00,1.23,1.47,2014-08-21,2001,Anglo-Australian Telescope,3
486,HD 142,c,HD 142 c,26.21,6245.00,1.23,1.47,2014-08-21,2012,Anglo-Australian Telescope,3
487,HD 142022 A,b,HD 142022 A b,34.31,5421.00,0.90,1.04,2018-09-06,2005,La Silla Observatory,3
488,HD 142245,b,HD 142245 b,97.50,4922.00,3.50,4.63,2018-09-06,2011,W. M. Keck Observatory,3
489,HD 142415,b,HD 142415 b,35.57,5940.00,1.07,1.04,2018-09-06,2003,La Silla Observatory,3
490,HD 143105,b,HD 143105 b,46.84,6380.00,1.51,,2016-02-25,2016,Haute-Provence Observatory,3
491,HD 143361,b,HD 143361 b,68.65,5507.00,0.97,0.92,2019-06-27,2008,Las Campanas Observatory,3
492,HD 145377,b,HD 145377 b,53.57,6014.00,1.20,1.05,2018-09-06,2008,La Silla Observatory,3
493,HD 145457,b,HD 145457 b,135.82,4769.00,1.23,10.52,2018-09-06,2010,Subaru Telescope,3
494,HD 145934,b,HD 145934 b,229.35,,1.75,5.38,2015-01-08,2015,W. M. Keck Observatory,3
